Pkey,Year,Quarter,Year ending,Main accommodation used,Total visitors
1662,2011,3,YESep 2011,  Marae,6177
1663,2011,3,YESep 2011,"  Motel, Motor Inn or Serviced Apartment",274738
1664,2011,3,YESep 2011,  NOT SURE,61654
1665,2011,3,YESep 2011,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",77734
1666,2011,3,YESep 2011,  Other,
1667,2011,3,YESep 2011,  Private Hotel / Guesthouse,10362
1668,2011,3,YESep 2011,  Staying with family or friends,734746
1669,2011,3,YESep 2011,  Student residence,3719
1670,2011,3,YESep 2011,  Unknown,
1671,2011,3,YESep 2011,  Yacht or other boat,18873
1672,2011,3,YESep 2011,"  Youth Hostel, YMCA, YWCA",929
1673,2012,3,YESep 2012,  A house you own,
1674,2012,3,YESep 2012,  Another place where you pay to park a caravan or campervan / motorhome overnight,
1675,2012,3,YESep 2012,  Backpackers,138047
1676,2012,3,YESep 2012,  Bed and Breakfast,38839
1677,2012,3,YESep 2012,  Camping at a National Park / Department of Conservation camping ground,8297
1678,2012,3,YESep 2012,  Farm-stay or Home-stay,8600
1679,2012,3,YESep 2012,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",22277
1680,2012,3,YESep 2012,  Hotel,746761
1681,2012,3,YESep 2012,  House / flat that you paid some rent for,59316
1682,2012,3,YESep 2012,  In a hut at a National Park / Department of Conservation area,11933
1683,2012,3,YESep 2012,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",29261
1684,2012,3,YESep 2012,  Marae,3182
1685,2012,3,YESep 2012,"  Motel, Motor Inn or Serviced Apartment",284387
1686,2012,3,YESep 2012,  NOT SURE,62066
1687,2012,3,YESep 2012,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",72700
1688,2012,3,YESep 2012,  Other,
1689,2012,3,YESep 2012,  Private Hotel / Guesthouse,11977
1690,2012,3,YESep 2012,  Staying with family or friends,806168
1691,2012,3,YESep 2012,  Student residence,5936
1692,2012,3,YESep 2012,  Unknown,
1693,2012,3,YESep 2012,  Yacht or other boat,24176
1694,2012,3,YESep 2012,"  Youth Hostel, YMCA, YWCA",2168
1695,2013,3,YESep 2013,  A house you own,
1696,2013,3,YESep 2013,  Another place where you pay to park a caravan or campervan / motorhome overnight,3779
1697,2013,3,YESep 2013,  Backpackers,118222
1698,2013,3,YESep 2013,  Bed and Breakfast,29834
1699,2013,3,YESep 2013,  Camping at a National Park / Department of Conservation camping ground,10134
1700,2013,3,YESep 2013,  Farm-stay or Home-stay,8853
1701,2013,3,YESep 2013,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",13337
1702,2013,3,YESep 2013,  Hotel,705972
1703,2013,3,YESep 2013,  House / flat that you paid some rent for,166087
1704,2013,3,YESep 2013,  In a hut at a National Park / Department of Conservation area,11655
1705,2013,3,YESep 2013,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",62976
1706,2013,3,YESep 2013,  Marae,2117
1707,2013,3,YESep 2013,"  Motel, Motor Inn or Serviced Apartment",307317
1708,2013,3,YESep 2013,  NOT SURE,91430
1709,2013,3,YESep 2013,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",61509
1710,2013,3,YESep 2013,  Other,
1711,2013,3,YESep 2013,  Private Hotel / Guesthouse,17774
1712,2013,3,YESep 2013,  Staying with family or friends,702254
1713,2013,3,YESep 2013,  Student residence,2332
1714,2013,3,YESep 2013,  Unknown,3922
1715,2013,3,YESep 2013,  Yacht or other boat,15024
1716,2013,3,YESep 2013,"  Youth Hostel, YMCA, YWCA",48451
1717,2014,3,YESep 2014,  A house you own,
1718,2014,3,YESep 2014,  Another place where you pay to park a caravan or campervan / motorhome overnight,14468
1719,2014,3,YESep 2014,  Backpackers,82573
1720,2014,3,YESep 2014,  Bed and Breakfast,51936
1721,2014,3,YESep 2014,  Camping at a National Park / Department of Conservation camping ground,21016
1722,2014,3,YESep 2014,  Farm-stay or Home-stay,18618
1723,2014,3,YESep 2014,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",15203
1724,2014,3,YESep 2014,  Hotel,495834
1725,2014,3,YESep 2014,  House / flat that you paid some rent for,196390
1726,2014,3,YESep 2014,  In a hut at a National Park / Department of Conservation area,12046
1727,2014,3,YESep 2014,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",178537
1728,2014,3,YESep 2014,  Marae,2141
1729,2014,3,YESep 2014,"  Motel, Motor Inn or Serviced Apartment",395495
1730,2014,3,YESep 2014,  NOT SURE,66405
1731,2014,3,YESep 2014,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",88798
1732,2014,3,YESep 2014,  Other,834
1733,2014,3,YESep 2014,  Private Hotel / Guesthouse,22161
1734,2014,3,YESep 2014,  Staying with family or friends,714987
1735,2014,3,YESep 2014,  Student residence,9084
1736,2014,3,YESep 2014,  Unknown,50369
1737,2014,3,YESep 2014,  Yacht or other boat,4362
1738,2014,3,YESep 2014,"  Youth Hostel, YMCA, YWCA",73800
1739,2015,3,YESep 2015,  A house you own,23824
1740,2015,3,YESep 2015,  Another place where you pay to park a caravan or campervan / motorhome overnight,2466
1741,2015,3,YESep 2015,  Backpackers,85295
1742,2015,3,YESep 2015,  Bed and Breakfast,70512
1743,2015,3,YESep 2015,  Camping at a National Park / Department of Conservation camping ground,24858
1744,2015,3,YESep 2015,  Farm-stay or Home-stay,17335
1745,2015,3,YESep 2015,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",8104
1746,2015,3,YESep 2015,  Hotel,592438
1747,2015,3,YESep 2015,  House / flat that you paid some rent for,111364
1748,2015,3,YESep 2015,  In a hut at a National Park / Department of Conservation area,13920
1749,2015,3,YESep 2015,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",171122
1750,2015,3,YESep 2015,  Marae,3986
1751,2015,3,YESep 2015,"  Motel, Motor Inn or Serviced Apartment",391056
1752,2015,3,YESep 2015,  NOT SURE,50854
1753,2015,3,YESep 2015,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",99498
1754,2015,3,YESep 2015,  Other,
1755,2015,3,YESep 2015,  Private Hotel / Guesthouse,19740
1756,2015,3,YESep 2015,  Staying with family or friends,824178
1757,2015,3,YESep 2015,  Student residence,6534
1758,2015,3,YESep 2015,  Unknown,186950
1759,2015,3,YESep 2015,  Yacht or other boat,1762
1760,2015,3,YESep 2015,"  Youth Hostel, YMCA, YWCA",36778
1761,2016,3,YESep 2016,  A house you own,34205
1762,2016,3,YESep 2016,  Another place where you pay to park a caravan or campervan / motorhome overnight,15879
1763,2016,3,YESep 2016,  Backpackers,100527
1764,2016,3,YESep 2016,  Bed and Breakfast,119223
1765,2016,3,YESep 2016,  Camping at a National Park / Department of Conservation camping ground,27816
1766,2016,3,YESep 2016,  Farm-stay or Home-stay,24726
1767,2016,3,YESep 2016,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",20041
1768,2016,3,YESep 2016,  Hotel,776090
1769,2016,3,YESep 2016,  House / flat that you paid some rent for,146343
1770,2016,3,YESep 2016,  In a hut at a National Park / Department of Conservation area,17513
1771,2016,3,YESep 2016,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",169405
1772,2016,3,YESep 2016,  Marae,1721
1773,2016,3,YESep 2016,"  Motel, Motor Inn or Serviced Apartment",417732
1774,2016,3,YESep 2016,  NOT SURE,51277
1775,2016,3,YESep 2016,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",114101
1776,2016,3,YESep 2016,  Other,
1777,2016,3,YESep 2016,  Private Hotel / Guesthouse,34035
1778,2016,3,YESep 2016,  Staying with family or friends,874246
1779,2016,3,YESep 2016,  Student residence,11228
1780,2016,3,YESep 2016,  Unknown,31275
1781,2016,3,YESep 2016,  Yacht or other boat,4914
1782,2016,3,YESep 2016,"  Youth Hostel, YMCA, YWCA",55755
1783,2017,3,YESep 2017,  A house you own,61269
1784,2017,3,YESep 2017,  Another place where you pay to park a caravan or campervan / motorhome overnight,16035
1785,2017,3,YESep 2017,  Backpackers,102943
1786,2017,3,YESep 2017,  Bed and Breakfast,113652
1787,2017,3,YESep 2017,  Camping at a National Park / Department of Conservation camping ground,44913
1788,2017,3,YESep 2017,  Farm-stay or Home-stay,29137
1789,2017,3,YESep 2017,"  Free camping - staying at a place that is NOT an official camp site, in a tent, caravan, campervan / motorhome",23118
1790,2017,3,YESep 2017,  Hotel,837897
1791,2017,3,YESep 2017,  House / flat that you paid some rent for,196575
1792,2017,3,YESep 2017,  In a hut at a National Park / Department of Conservation area,7533
1793,2017,3,YESep 2017,"  Luxury Accommodation, 5-star Hotel, Luxury Lodge",169978
1794,2017,3,YESep 2017,  Marae,1900
1795,2017,3,YESep 2017,"  Motel, Motor Inn or Serviced Apartment",446811
1796,2017,3,YESep 2017,  NOT SURE,62486
1797,2017,3,YESep 2017,"  Other camping ground / holiday park (where you can stay in a tent, cabin, caravan, or campervan / motorhome)",128129
1798,2017,3,YESep 2017,  Other,
1799,2017,3,YESep 2017,  Private Hotel / Guesthouse,55264
1800,2017,3,YESep 2017,  Staying with family or friends,891166
1801,2017,3,YESep 2017,  Student residence,9818
1802,2017,3,YESep 2017,  Unknown,16848
1803,2017,3,YESep 2017,  Yacht or other boat,5563
1804,2017,3,YESep 2017,"  Youth Hostel, YMCA, YWCA",51255
