Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Age band,Total visitor spend,Total visitors
2479,2008,4,YEDec 2008,Auckland,Holiday / vacation,20 - 24,252432870.8,75497
2480,2008,4,YEDec 2008,Auckland,Holiday / vacation,25 - 29,364756898.8,107693
2481,2008,4,YEDec 2008,Auckland,Holiday / vacation,30 - 34,254131632.1,68030
2482,2008,4,YEDec 2008,Auckland,Holiday / vacation,35 - 39,227477382.9,56849
2483,2008,4,YEDec 2008,Auckland,Holiday / vacation,40 - 44,177725764.6,62238
2484,2008,4,YEDec 2008,Auckland,Holiday / vacation,45 - 49,176992322.9,61940
2485,2008,4,YEDec 2008,Auckland,Holiday / vacation,50 - 54,210310956,52559
2486,2008,4,YEDec 2008,Auckland,Holiday / vacation,55 - 59,246462636.5,63464
2487,2008,4,YEDec 2008,Auckland,Holiday / vacation,60 - 64,252574755.8,55536
2488,2008,4,YEDec 2008,Auckland,Holiday / vacation,65 - 69,183387282.2,34984
2489,2008,4,YEDec 2008,Auckland,Holiday / vacation,70 - 74,110923280.7,22748
2490,2008,4,YEDec 2008,Auckland,Holiday / vacation,75 or older,47537281.66,10458
2491,2008,4,YEDec 2008,Auckland,Holiday / vacation,Rather not say,,
2492,2008,4,YEDec 2008,Auckland,Holiday / vacation,Under 20,55083111.51,19203
2493,2008,4,YEDec 2008,Auckland,Other,20 - 24,41972333.59,12679
2494,2008,4,YEDec 2008,Auckland,Other,25 - 29,56575671.29,15676
2495,2008,4,YEDec 2008,Auckland,Other,30 - 34,39770340.38,11369
2496,2008,4,YEDec 2008,Auckland,Other,35 - 39,32954235.29,10546
2497,2008,4,YEDec 2008,Auckland,Other,40 - 44,27496859.99,12441
2498,2008,4,YEDec 2008,Auckland,Other,45 - 49,16023759.98,6977
2499,2008,4,YEDec 2008,Auckland,Other,50 - 54,11062407.93,5645
2500,2008,4,YEDec 2008,Auckland,Other,55 - 59,31483952.3,11200
2501,2008,4,YEDec 2008,Auckland,Other,60 - 64,18261298.1,6292
2502,2008,4,YEDec 2008,Auckland,Other,65 - 69,2362899.36,969
2503,2008,4,YEDec 2008,Auckland,Other,70 - 74,9146346.65,1992
2504,2008,4,YEDec 2008,Auckland,Other,75 or older,18723502.48,3589
2505,2008,4,YEDec 2008,Auckland,Other,Rather not say,,
2506,2008,4,YEDec 2008,Auckland,Other,Under 20,12637054.96,6045
2507,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,20 - 24,108134296.7,42457
2508,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,25 - 29,193198495.8,41832
2509,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,30 - 34,143574724.5,45736
2510,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,35 - 39,158516371.3,37956
2511,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,40 - 44,103466243.1,32346
2512,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,45 - 49,169639831.4,51287
2513,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,50 - 54,246284413.2,73848
2514,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,55 - 59,172660567.4,44001
2515,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,60 - 64,211067193.8,58483
2516,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,65 - 69,180453117.7,42985
2517,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,70 - 74,76385330.46,22407
2518,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,75 or older,17496060.65,3330
2519,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,Rather not say,2813327,837
2520,2008,4,YEDec 2008,Auckland,Visiting friends / relatives,Under 20,41438332.16,14103
2521,2008,4,YEDec 2008,Christchurch,Business,20 - 24,456895.2,455
2522,2008,4,YEDec 2008,Christchurch,Business,25 - 29,14408529.18,2404
2523,2008,4,YEDec 2008,Christchurch,Business,30 - 34,11972919.7,3740
2524,2008,4,YEDec 2008,Christchurch,Business,35 - 39,6096991.36,3273
2525,2008,4,YEDec 2008,Christchurch,Business,40 - 44,6573506.62,1777
2526,2008,4,YEDec 2008,Christchurch,Business,45 - 49,3995430.17,3258
2527,2008,4,YEDec 2008,Christchurch,Business,50 - 54,11280080.32,3466
2528,2008,4,YEDec 2008,Christchurch,Business,55 - 59,2464466.24,1043
2529,2008,4,YEDec 2008,Christchurch,Business,60 - 64,980189.2,1180
2530,2008,4,YEDec 2008,Christchurch,Business,65 - 69,,
2531,2008,4,YEDec 2008,Christchurch,Business,70 - 74,,
2532,2008,4,YEDec 2008,Christchurch,Business,75 or older,,
2533,2008,4,YEDec 2008,Christchurch,Business,Rather not say,,
2534,2008,4,YEDec 2008,Christchurch,Business,Under 20,1034018.73,93
2535,2008,4,YEDec 2008,Christchurch,Holiday / vacation,20 - 24,117028724.2,36899
2536,2008,4,YEDec 2008,Christchurch,Holiday / vacation,25 - 29,174398543.6,48666
2537,2008,4,YEDec 2008,Christchurch,Holiday / vacation,30 - 34,95851022.2,27529
2538,2008,4,YEDec 2008,Christchurch,Holiday / vacation,35 - 39,84692421.61,25697
2539,2008,4,YEDec 2008,Christchurch,Holiday / vacation,40 - 44,79753180.58,22147
2540,2008,4,YEDec 2008,Christchurch,Holiday / vacation,45 - 49,89868514.17,26418
2541,2008,4,YEDec 2008,Christchurch,Holiday / vacation,50 - 54,120938264.8,31183
2542,2008,4,YEDec 2008,Christchurch,Holiday / vacation,55 - 59,141443175,33008
2543,2008,4,YEDec 2008,Christchurch,Holiday / vacation,60 - 64,178275058.7,42103
2544,2008,4,YEDec 2008,Christchurch,Holiday / vacation,65 - 69,123817753.1,25964
2545,2008,4,YEDec 2008,Christchurch,Holiday / vacation,70 - 74,36890262.08,10688
2546,2008,4,YEDec 2008,Christchurch,Holiday / vacation,75 or older,36931687.75,3228
2547,2008,4,YEDec 2008,Christchurch,Holiday / vacation,Rather not say,,
2548,2008,4,YEDec 2008,Christchurch,Holiday / vacation,Under 20,34935821.83,10215
2549,2008,4,YEDec 2008,Christchurch,Other,20 - 24,4659616.43,857
2550,2008,4,YEDec 2008,Christchurch,Other,25 - 29,5842563.97,3008
2551,2008,4,YEDec 2008,Christchurch,Other,30 - 34,3742122.29,739
2552,2008,4,YEDec 2008,Christchurch,Other,35 - 39,9994923.38,4719
2553,2008,4,YEDec 2008,Christchurch,Other,40 - 44,12147593.26,3162
2554,2008,4,YEDec 2008,Christchurch,Other,45 - 49,8187233.82,3123
2555,2008,4,YEDec 2008,Christchurch,Other,50 - 54,3544562.35,1350
2556,2008,4,YEDec 2008,Christchurch,Other,55 - 59,22063261.97,3838
2557,2008,4,YEDec 2008,Christchurch,Other,60 - 64,7329396.36,1909
2558,2008,4,YEDec 2008,Christchurch,Other,65 - 69,991078.22,731
2559,2008,4,YEDec 2008,Christchurch,Other,70 - 74,,
2560,2008,4,YEDec 2008,Christchurch,Other,75 or older,,
2561,2008,4,YEDec 2008,Christchurch,Other,Rather not say,,
2562,2008,4,YEDec 2008,Christchurch,Other,Under 20,640575.5,199
2563,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,20 - 24,16304292.03,6228
2564,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,25 - 29,20580630.49,9320
2565,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,30 - 34,17743753.3,6192
2566,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,35 - 39,20813911.83,9957
2567,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,40 - 44,22316507.23,5065
2568,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,45 - 49,32919590.69,11273
2569,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,50 - 54,30121032.46,10474
2570,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,55 - 59,17397497.78,10988
2571,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,60 - 64,21192030.19,5842
2572,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,65 - 69,13908093.98,7068
2573,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,70 - 74,8892082.18,3584
2574,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,75 or older,2949637.76,1087
2575,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,Rather not say,,
2576,2008,4,YEDec 2008,Christchurch,Visiting friends / relatives,Under 20,14291751.44,4164
2577,2008,4,YEDec 2008,Queenstown,Business,20 - 24,,
2578,2008,4,YEDec 2008,Queenstown,Business,25 - 29,,
2579,2008,4,YEDec 2008,Queenstown,Business,30 - 34,,
2580,2008,4,YEDec 2008,Queenstown,Business,35 - 39,,
2581,2008,4,YEDec 2008,Queenstown,Business,40 - 44,,
2582,2008,4,YEDec 2008,Queenstown,Business,45 - 49,,
2583,2008,4,YEDec 2008,Queenstown,Business,50 - 54,,
2584,2008,4,YEDec 2008,Queenstown,Business,55 - 59,,
2585,2008,4,YEDec 2008,Queenstown,Business,60 - 64,,
2586,2008,4,YEDec 2008,Queenstown,Business,65 - 69,,
2587,2008,4,YEDec 2008,Queenstown,Business,70 - 74,,
2588,2008,4,YEDec 2008,Queenstown,Business,75 or older,,
2589,2008,4,YEDec 2008,Queenstown,Business,Rather not say,,
2590,2008,4,YEDec 2008,Queenstown,Business,Under 20,,
2591,2008,4,YEDec 2008,Queenstown,Holiday / vacation,20 - 24,,
2592,2008,4,YEDec 2008,Queenstown,Holiday / vacation,25 - 29,,
2593,2008,4,YEDec 2008,Queenstown,Holiday / vacation,30 - 34,,
2594,2008,4,YEDec 2008,Queenstown,Holiday / vacation,35 - 39,,
2595,2008,4,YEDec 2008,Queenstown,Holiday / vacation,40 - 44,,
2596,2008,4,YEDec 2008,Queenstown,Holiday / vacation,45 - 49,,
2597,2008,4,YEDec 2008,Queenstown,Holiday / vacation,50 - 54,,
2598,2008,4,YEDec 2008,Queenstown,Holiday / vacation,55 - 59,,
2599,2008,4,YEDec 2008,Queenstown,Holiday / vacation,60 - 64,,
2600,2008,4,YEDec 2008,Queenstown,Holiday / vacation,65 - 69,,
2601,2008,4,YEDec 2008,Queenstown,Holiday / vacation,70 - 74,,
2602,2008,4,YEDec 2008,Queenstown,Holiday / vacation,75 or older,,
2603,2008,4,YEDec 2008,Queenstown,Holiday / vacation,Rather not say,,
2604,2008,4,YEDec 2008,Queenstown,Holiday / vacation,Under 20,,
2605,2008,4,YEDec 2008,Queenstown,Other,20 - 24,,
2606,2008,4,YEDec 2008,Queenstown,Other,25 - 29,,
2607,2008,4,YEDec 2008,Queenstown,Other,30 - 34,,
2608,2008,4,YEDec 2008,Queenstown,Other,35 - 39,,
2609,2008,4,YEDec 2008,Queenstown,Other,40 - 44,,
2610,2008,4,YEDec 2008,Queenstown,Other,45 - 49,,
2611,2008,4,YEDec 2008,Queenstown,Other,50 - 54,,
2612,2008,4,YEDec 2008,Queenstown,Other,55 - 59,,
2613,2008,4,YEDec 2008,Queenstown,Other,60 - 64,,
2614,2008,4,YEDec 2008,Queenstown,Other,65 - 69,,
2615,2008,4,YEDec 2008,Queenstown,Other,70 - 74,,
2616,2008,4,YEDec 2008,Queenstown,Other,75 or older,,
2617,2008,4,YEDec 2008,Queenstown,Other,Rather not say,,
2618,2008,4,YEDec 2008,Queenstown,Other,Under 20,,
2619,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,20 - 24,,
2620,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,25 - 29,,
2621,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,30 - 34,,
2622,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,35 - 39,,
2623,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,40 - 44,,
2624,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,45 - 49,,
2625,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,50 - 54,,
2626,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,55 - 59,,
2627,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,60 - 64,,
2628,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,65 - 69,,
2629,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,70 - 74,,
2630,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,75 or older,,
2631,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,Rather not say,,
2632,2008,4,YEDec 2008,Queenstown,Visiting friends / relatives,Under 20,,
2633,2008,4,YEDec 2008,Wellington,Business,20 - 24,2605513.42,1442
2634,2008,4,YEDec 2008,Wellington,Business,25 - 29,5771648.44,2453
2635,2008,4,YEDec 2008,Wellington,Business,30 - 34,10040851.98,4443
2636,2008,4,YEDec 2008,Wellington,Business,35 - 39,7431190.08,2126
2637,2008,4,YEDec 2008,Wellington,Business,40 - 44,7486465.32,3054
2638,2008,4,YEDec 2008,Wellington,Business,45 - 49,9543254.76,1966
2639,2008,4,YEDec 2008,Wellington,Business,50 - 54,3459014.78,2133
2640,2008,4,YEDec 2008,Wellington,Business,55 - 59,3416425.43,2092
2641,2008,4,YEDec 2008,Wellington,Business,60 - 64,7095238.43,650
2642,2008,4,YEDec 2008,Wellington,Business,65 - 69,1429793.55,496
2643,2008,4,YEDec 2008,Wellington,Business,70 - 74,437737.86,376
2644,2008,4,YEDec 2008,Wellington,Business,75 or older,,
2645,2008,4,YEDec 2008,Wellington,Business,Rather not say,,
2646,2008,4,YEDec 2008,Wellington,Business,Under 20,,
2647,2008,4,YEDec 2008,Wellington,Holiday / vacation,20 - 24,11108838.09,3841
2648,2008,4,YEDec 2008,Wellington,Holiday / vacation,25 - 29,10268404.75,6106
2649,2008,4,YEDec 2008,Wellington,Holiday / vacation,30 - 34,19253462.53,8485
2650,2008,4,YEDec 2008,Wellington,Holiday / vacation,35 - 39,11115137.7,5478
2651,2008,4,YEDec 2008,Wellington,Holiday / vacation,40 - 44,4705411.95,1636
2652,2008,4,YEDec 2008,Wellington,Holiday / vacation,45 - 49,4138604.77,1314
2653,2008,4,YEDec 2008,Wellington,Holiday / vacation,50 - 54,8172390.35,2779
2654,2008,4,YEDec 2008,Wellington,Holiday / vacation,55 - 59,3844674.47,1473
2655,2008,4,YEDec 2008,Wellington,Holiday / vacation,60 - 64,6397910.51,1853
2656,2008,4,YEDec 2008,Wellington,Holiday / vacation,65 - 69,10073628.89,2718
2657,2008,4,YEDec 2008,Wellington,Holiday / vacation,70 - 74,3241322.67,580
2658,2008,4,YEDec 2008,Wellington,Holiday / vacation,75 or older,6042799.19,664
2659,2008,4,YEDec 2008,Wellington,Holiday / vacation,Rather not say,,
2660,2008,4,YEDec 2008,Wellington,Holiday / vacation,Under 20,2589648.06,918
2661,2008,4,YEDec 2008,Wellington,Other,20 - 24,31541815.58,9693
2662,2008,4,YEDec 2008,Wellington,Other,25 - 29,9083676.51,1773
2663,2008,4,YEDec 2008,Wellington,Other,30 - 34,5081507.23,1096
2664,2008,4,YEDec 2008,Wellington,Other,35 - 39,3454767.06,2098
2665,2008,4,YEDec 2008,Wellington,Other,40 - 44,5682839.98,5516
2666,2008,4,YEDec 2008,Wellington,Other,45 - 49,3178350.43,2315
2667,2008,4,YEDec 2008,Wellington,Other,50 - 54,3660917.16,1807
2668,2008,4,YEDec 2008,Wellington,Other,55 - 59,24139077.16,5495
2669,2008,4,YEDec 2008,Wellington,Other,60 - 64,3741812.43,2375
2670,2008,4,YEDec 2008,Wellington,Other,65 - 69,1383391.35,346
2671,2008,4,YEDec 2008,Wellington,Other,70 - 74,,
2672,2008,4,YEDec 2008,Wellington,Other,75 or older,,
2673,2008,4,YEDec 2008,Wellington,Other,Rather not say,,
2674,2008,4,YEDec 2008,Wellington,Other,Under 20,10089160.42,1677
2675,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,20 - 24,12458666.34,3516
2676,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,25 - 29,18922367.94,6367
2677,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,30 - 34,12989669.2,5796
2678,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,35 - 39,18027473.17,6245
2679,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,40 - 44,7110880.88,3166
2680,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,45 - 49,14268424.52,4822
2681,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,50 - 54,14177057.2,7477
2682,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,55 - 59,6719798.77,3723
2683,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,60 - 64,14502299.64,5253
2684,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,65 - 69,3407011.3,1752
2685,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,70 - 74,6297361.4,1738
2686,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,75 or older,1533405.88,1130
2687,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,Rather not say,,
2688,2008,4,YEDec 2008,Wellington,Visiting friends / relatives,Under 20,2960129.83,1264
2689,2009,4,YEDec 2009,Auckland,Business,20 - 24,19352287.81,7824
2690,2009,4,YEDec 2009,Auckland,Business,25 - 29,45115213.91,15261
2691,2009,4,YEDec 2009,Auckland,Business,30 - 34,56035121.16,20350
2692,2009,4,YEDec 2009,Auckland,Business,35 - 39,75059277.7,31079
2693,2009,4,YEDec 2009,Auckland,Business,40 - 44,86519379.8,30087
2694,2009,4,YEDec 2009,Auckland,Business,45 - 49,68114119.14,28602
2695,2009,4,YEDec 2009,Auckland,Business,50 - 54,59870601.08,27834
2696,2009,4,YEDec 2009,Auckland,Business,55 - 59,30574972.72,12877
2697,2009,4,YEDec 2009,Auckland,Business,60 - 64,28399193.5,11285
2698,2009,4,YEDec 2009,Auckland,Business,65 - 69,4230316.19,2401
2699,2009,4,YEDec 2009,Auckland,Business,70 - 74,1289515.5,1857
2700,2009,4,YEDec 2009,Auckland,Business,75 or older,,
2701,2009,4,YEDec 2009,Auckland,Business,Rather not say,,
2702,2009,4,YEDec 2009,Auckland,Business,Under 20,1260863.04,579
2703,2009,4,YEDec 2009,Auckland,Holiday / vacation,20 - 24,304187889.3,84919
2704,2009,4,YEDec 2009,Auckland,Holiday / vacation,25 - 29,357787795.3,101146
2705,2009,4,YEDec 2009,Auckland,Holiday / vacation,30 - 34,264119065.4,73385
2706,2009,4,YEDec 2009,Auckland,Holiday / vacation,35 - 39,193252711,59918
2707,2009,4,YEDec 2009,Auckland,Holiday / vacation,40 - 44,172668912.4,50522
2708,2009,4,YEDec 2009,Auckland,Holiday / vacation,45 - 49,224835132.5,50625
2709,2009,4,YEDec 2009,Auckland,Holiday / vacation,50 - 54,178942589.7,57130
2710,2009,4,YEDec 2009,Auckland,Holiday / vacation,55 - 59,266795381.7,62820
2711,2009,4,YEDec 2009,Auckland,Holiday / vacation,60 - 64,220399155.3,52806
2712,2009,4,YEDec 2009,Auckland,Holiday / vacation,65 - 69,158561071.2,37592
2713,2009,4,YEDec 2009,Auckland,Holiday / vacation,70 - 74,109963432.4,18396
2714,2009,4,YEDec 2009,Auckland,Holiday / vacation,75 or older,23731412.33,6811
2715,2009,4,YEDec 2009,Auckland,Holiday / vacation,Rather not say,1508102.44,767
2716,2009,4,YEDec 2009,Auckland,Holiday / vacation,Under 20,57828521.91,24242
2717,2009,4,YEDec 2009,Auckland,Other,20 - 24,54112678.36,14582
2718,2009,4,YEDec 2009,Auckland,Other,25 - 29,63370577.05,17591
2719,2009,4,YEDec 2009,Auckland,Other,30 - 34,10792742.65,5001
2720,2009,4,YEDec 2009,Auckland,Other,35 - 39,50162276.11,11439
2721,2009,4,YEDec 2009,Auckland,Other,40 - 44,45810650.46,13502
2722,2009,4,YEDec 2009,Auckland,Other,45 - 49,50946337.97,14083
2723,2009,4,YEDec 2009,Auckland,Other,50 - 54,48973102.22,17565
2724,2009,4,YEDec 2009,Auckland,Other,55 - 59,15941053.31,4847
2725,2009,4,YEDec 2009,Auckland,Other,60 - 64,35639913.39,4564
2726,2009,4,YEDec 2009,Auckland,Other,65 - 69,4638892.7,6381
2727,2009,4,YEDec 2009,Auckland,Other,70 - 74,13805630.18,1654
2728,2009,4,YEDec 2009,Auckland,Other,75 or older,9283787.13,1073
2729,2009,4,YEDec 2009,Auckland,Other,Rather not say,,
2730,2009,4,YEDec 2009,Auckland,Other,Under 20,10265905.03,4416
2731,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,20 - 24,137647182.8,39276
2732,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,25 - 29,156022555.2,53581
2733,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,30 - 34,130030639.3,48902
2734,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,35 - 39,103782813.7,42971
2735,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,40 - 44,134284164.2,46815
2736,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,45 - 49,162515385.7,56510
2737,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,50 - 54,169704727.9,53289
2738,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,55 - 59,224996657.7,61512
2739,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,60 - 64,199787084,59609
2740,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,65 - 69,110255855.7,28577
2741,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,70 - 74,89962396.25,25330
2742,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,75 or older,33782716.9,15051
2743,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Rather not say,,
2744,2009,4,YEDec 2009,Auckland,Visiting friends / relatives,Under 20,38960021.58,12846
2745,2009,4,YEDec 2009,Christchurch,Business,20 - 24,,
2746,2009,4,YEDec 2009,Christchurch,Business,25 - 29,256238.22,559
2747,2009,4,YEDec 2009,Christchurch,Business,30 - 34,10541189.46,3126
2748,2009,4,YEDec 2009,Christchurch,Business,35 - 39,7010690.13,1145
2749,2009,4,YEDec 2009,Christchurch,Business,40 - 44,5640666.79,3020
2750,2009,4,YEDec 2009,Christchurch,Business,45 - 49,3811138.7,1579
2751,2009,4,YEDec 2009,Christchurch,Business,50 - 54,2293328.89,1716
2752,2009,4,YEDec 2009,Christchurch,Business,55 - 59,4970014.65,4320
2753,2009,4,YEDec 2009,Christchurch,Business,60 - 64,2183118.93,2123
2754,2009,4,YEDec 2009,Christchurch,Business,65 - 69,1675408.57,926
2755,2009,4,YEDec 2009,Christchurch,Business,70 - 74,,
2756,2009,4,YEDec 2009,Christchurch,Business,75 or older,,
2757,2009,4,YEDec 2009,Christchurch,Business,Rather not say,,
2758,2009,4,YEDec 2009,Christchurch,Business,Under 20,,
2759,2009,4,YEDec 2009,Christchurch,Holiday / vacation,20 - 24,168568261.4,50421
2760,2009,4,YEDec 2009,Christchurch,Holiday / vacation,25 - 29,178106344.2,55184
2761,2009,4,YEDec 2009,Christchurch,Holiday / vacation,30 - 34,107104817.8,32782
2762,2009,4,YEDec 2009,Christchurch,Holiday / vacation,35 - 39,84927107.23,27007
2763,2009,4,YEDec 2009,Christchurch,Holiday / vacation,40 - 44,105147091.3,28418
2764,2009,4,YEDec 2009,Christchurch,Holiday / vacation,45 - 49,92215208.21,24048
