Pkey,Year,Quarter,Year ending,Airport of departure,Purpose of visit,Country of permanent residence,Total visitor spend,Total visitors
13960,2003,3,YESep 2003,Auckland,Holiday / vacation,Rest of Oceania,68462385.52,25308
13961,2003,3,YESep 2003,Auckland,Holiday / vacation,UK,427706372,99469
13962,2003,3,YESep 2003,Auckland,Holiday / vacation,USA,480542998.8,104800
13963,2003,3,YESep 2003,Auckland,Other,Africa and Middle East,11427027.89,1776
13964,2003,3,YESep 2003,Auckland,Other,Australia,72004414.22,23436
13965,2003,3,YESep 2003,Auckland,Other,Canada,1833587.03,1089
13966,2003,3,YESep 2003,Auckland,Other,China,80935077.7,5461
13967,2003,3,YESep 2003,Auckland,Other,Germany,2615281.24,236
13968,2003,3,YESep 2003,Auckland,Other,Japan,25896674.56,6597
13969,2003,3,YESep 2003,Auckland,Other,"Korea, Republic of",16208204.9,5389
13970,2003,3,YESep 2003,Auckland,Other,Rest of Americas,2049351.36,1397
13971,2003,3,YESep 2003,Auckland,Other,Rest of Asia,54286706.44,13317
13972,2003,3,YESep 2003,Auckland,Other,Rest of Europe,40286729.96,6658
13973,2003,3,YESep 2003,Auckland,Other,Rest of Oceania,51658927.39,24909
13974,2003,3,YESep 2003,Auckland,Other,UK,43972782.7,7632
13975,2003,3,YESep 2003,Auckland,Other,USA,14544909.61,7185
13976,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Africa and Middle East,79433480.78,12542
13977,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Australia,351065044.2,133510
13978,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Canada,15304364.04,5854
13979,2003,3,YESep 2003,Auckland,Visiting friends / relatives,China,55121094.62,8202
13980,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Germany,13089411.71,2039
13981,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Japan,37042248.52,8892
13982,2003,3,YESep 2003,Auckland,Visiting friends / relatives,"Korea, Republic of",58119153.98,12651
13983,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Rest of Americas,18383203.27,3521
13984,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Rest of Asia,175967903.4,32337
13985,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Rest of Europe,124536180.9,14091
13986,2003,3,YESep 2003,Auckland,Visiting friends / relatives,Rest of Oceania,78168483.47,23230
13987,2003,3,YESep 2003,Auckland,Visiting friends / relatives,UK,386081830.4,62706
13988,2003,3,YESep 2003,Auckland,Visiting friends / relatives,USA,109188456.4,25469
13989,2003,3,YESep 2003,Christchurch,Business,Africa and Middle East,234937.24,70
13990,2003,3,YESep 2003,Christchurch,Business,Australia,37987703.3,10940
13991,2003,3,YESep 2003,Christchurch,Business,Canada,,
13992,2003,3,YESep 2003,Christchurch,Business,China,3020125.11,896
13993,2003,3,YESep 2003,Christchurch,Business,Germany,1257590.33,556
13994,2003,3,YESep 2003,Christchurch,Business,Japan,103004.9,73
13995,2003,3,YESep 2003,Christchurch,Business,"Korea, Republic of",1626571.18,408
13996,2003,3,YESep 2003,Christchurch,Business,Rest of Americas,,
13997,2003,3,YESep 2003,Christchurch,Business,Rest of Asia,1773337.96,958
13998,2003,3,YESep 2003,Christchurch,Business,Rest of Europe,4660352.38,1027
13999,2003,3,YESep 2003,Christchurch,Business,Rest of Oceania,,
14000,2003,3,YESep 2003,Christchurch,Business,UK,2043806.48,476
14001,2003,3,YESep 2003,Christchurch,Business,USA,2076649.98,716
14002,2003,3,YESep 2003,Christchurch,Holiday / vacation,Africa and Middle East,29301135.69,7700
14003,2003,3,YESep 2003,Christchurch,Holiday / vacation,Australia,303118039.9,104989
14004,2003,3,YESep 2003,Christchurch,Holiday / vacation,Canada,33027282.53,6332
